date,order_id,category_level_1,category_level_2,category_level_3,cost_centre,plant,plant_id,region,amount,unit_price,total,ai_result,description,supplier,supplier_country
2025-06-19,ORD-2025-04958-TH,Indirect,"MRO (Maintenance, Repair, Operations)",Air filter,CC-200-Maintenance,Brazil Plant,PLANT-BR,South America,31,1044.39,32376.09,"{""description"":""Comprehensive MRO supplies for industrial maintenance and operations."",""supplier"":""MRO Brasil Ltda."",""supplier_country"":""BR""}",Comprehensive MRO supplies for industrial maintenance and operations.,MRO Brasil Ltda.,BR
2024-08-24,ORD-2024-00334-RY,Direct,Electrical Assemblies,Control cabinet,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,23,2850.04,65550.92,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Viet Nam Electrical Components Co., Ltd."",""supplier_country"":""VNM""}",High-quality electrical assemblies for industrial automation and power distribution.,"Viet Nam Electrical Components Co., Ltd.",VNM
2024-11-25,ORD-2024-04563-AY,Direct,Castings & Forgings,Tower flange,CC-100-Production,US-East Plant,PLANT-US-E,North America,18,2787.84,50181.12,"{""description"":""High-strength aluminum castings for aerospace components"",""supplier"":""Alcoa"",""supplier_country"":""US""}",High-strength aluminum castings for aerospace components,Alcoa,US
2025-04-06,ORD-2025-04521-QH,Direct,Hydraulic Systems,Hydraulic filter,CC-100-Production,US-West Plant,PLANT-US-W,North America,85,1895.79,161142.15,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Parker Hannifin"",""supplier_country"":""US""}",High-performance hydraulic system components for industrial applications.,Parker Hannifin,US
2025-12-02,ORD-2025-07467-IJ,Indirect,Safety & PPE,High-vis jacket,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,8,1323.55,10588.4,"{""description"":""High-quality protective gear for industrial safety, including helmets, gloves, and safety vests."",""supplier"":""Viet Nam Safety Equipment Co., Ltd."",""supplier_country"":""VN""}","High-quality protective gear for industrial safety, including helmets, gloves, and safety vests.","Viet Nam Safety Equipment Co., Ltd.",VN
2025-05-17,ORD-2025-07067-AO,Indirect,Office Supplies,Notebook,CC-800-Admin,Brazil Plant,PLANT-BR,South America,3,4183.33,12549.99,"{""description"":""High-quality office stationery and supplies"",""supplier"":""Bureau de Papel"",""supplier_country"":""BR""}",High-quality office stationery and supplies,Bureau de Papel,BR
2024-05-12,ORD-2024-02823-PN,Direct,Fasteners,High-tensile bolt,CC-100-Production,US-East Plant,PLANT-US-E,North America,88,86.32,7596.16,"{""description"":""High-quality steel fasteners for industrial applications."",""supplier"":""Fastenal"",""supplier_country"":""US""}",High-quality steel fasteners for industrial applications.,Fastenal,US
2025-03-07,ORD-2025-05137-FP,Indirect,Events & Conferences,Conference registration,CC-500-Sales,Brazil Plant,PLANT-BR,South America,35,2112.56,73939.6,null,null,null,null
2024-06-01,ORD-2024-06533-QF,Direct,Sub-Assemblies,Blade assembly,CC-100-Production,US-West Plant,PLANT-US-W,North America,66,2740.26,180857.16,"{""description"":""High-performance sub-assemblies for automotive and industrial applications."",""supplier"":""Bosch Rexroth"",""supplier_country"":""US""}",High-performance sub-assemblies for automotive and industrial applications.,Bosch Rexroth,US
2024-11-23,ORD-2024-08109-DH,Indirect,Training & HR,Forklift certification course,CC-600-HR,Brazil Plant,PLANT-BR,South America,20,1142.09,22841.8,"{""description"":""HR training for Brazil plant staff"",""supplier"":""Treinamento e Desenvolvimento Brasil"",""supplier_country"":""BR""}",HR training for Brazil plant staff,Treinamento e Desenvolvimento Brasil,BR
2024-05-21,ORD-2024-01335-GO,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,28,2783.2,77929.6,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Kawasaki Heavy Industries"",""supplier_country"":""JPN""}",High-performance hydraulic system components for industrial applications.,Kawasaki Heavy Industries,JPN
2025-10-25,ORD-2025-03139-DN,Direct,Fasteners,Threaded rod,CC-100-Production,US-West Plant,PLANT-US-W,North America,86,824.59,70914.74,"{""description"":""Precision fasteners for aerospace and automotive use."",""supplier"":""Fastenal Company"",""supplier_country"":""US""}",Precision fasteners for aerospace and automotive use.,Fastenal Company,US
2024-11-04,ORD-2024-01329-BS,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,75,2837.53,212814.75,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Kawasaki Heavy Industries"",""supplier_country"":""JP""}",High-performance hydraulic system components for industrial applications.,Kawasaki Heavy Industries,JP
2025-06-05,ORD-2025-05211-SR,Direct,Sub-Assemblies,Blade assembly,CC-100-Production,US-West Plant,PLANT-US-W,North America,83,1137.75,94433.25,"{""description"":""High-performance sub-assemblies for automotive and industrial applications."",""supplier"":""Bosch Rexroth"",""supplier_country"":""US""}",High-performance sub-assemblies for automotive and industrial applications.,Bosch Rexroth,US
2024-07-01,ORD-2024-04217-LE,Direct,Blades & Hub Parts,Pitch bearing,CC-300-Engineering,Brazil Plant,PLANT-BR,South America,46,4127.91,189883.86,"{""description"":""Durable blades and hub parts for heavy equipment."",""supplier"":""Alcoa"",""supplier_country"":""BR""}",Durable blades and hub parts for heavy equipment.,Alcoa,BR
2024-01-29,ORD-2024-08068-UU,Indirect,Temporary Labor / Contracting,Temporary electrician,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,88,3186.88,280445.44,"{""description"":""Provides temporary labor and contract staffing solutions for manufacturing plants."",""supplier"":""Vietnam Labor Service Co., Ltd."",""supplier_country"":""VN""}",Provides temporary labor and contract staffing solutions for manufacturing plants.,"Vietnam Labor Service Co., Ltd.",VN
2024-06-18,ORD-2024-03578-MN,Indirect,Marketing & Advertising,Promotional items,CC-500-Sales,Brazil Plant,PLANT-BR,South America,58,1007.2,58417.6,"{""description"":""Creative advertising campaigns and digital marketing services"",""supplier"":""Agência O2 Marketing"",""supplier_country"":""BR""}",Creative advertising campaigns and digital marketing services,Agência O2 Marketing,BR
2025-01-08,ORD-2025-02377-TT,Indirect,Recruitment Services,Agency placement fee,CC-600-HR,Germany-South,PLANT-DE-S,Europe,35,4233.82,148183.7,"{""description"":""Professional recruitment services for executive and technical roles."",""supplier"":""Robert Half Germany"",""supplier_country"":""DE""}",Professional recruitment services for executive and technical roles.,Robert Half Germany,DE
2024-02-23,ORD-2024-07988-GL,Direct,Raw Materials,Aluminum ingot,CC-100-Production,US-East Plant,PLANT-US-E,North America,82,4754.79,389892.78,"{""description"":""High-quality bulk raw materials for industrial manufacturing"",""supplier"":""Cargill"",""supplier_country"":""US""}",High-quality bulk raw materials for industrial manufacturing,Cargill,US
2025-11-11,ORD-2025-07972-YS,Direct,Electrical Assemblies,Grounding busbar,CC-100-Production,Germany-North,PLANT-DE-N,Europe,75,2596.45,194733.75,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Siemens AG"",""supplier_country"":""DE""}",High-quality electrical assemblies for industrial automation and power distribution.,Siemens AG,DE
2024-11-20,ORD-2024-08218-FT,Direct,Packaging Materials,Wooden pallet,CC-700-Logistics,US-West Plant,PLANT-US-W,North America,43,4979.12,214102.16,"{""description"":""Eco-friendly packaging solutions for industrial and consumer goods"",""supplier"":""West Coast Packaging Co."",""supplier_country"":""US""}",Eco-friendly packaging solutions for industrial and consumer goods,West Coast Packaging Co.,US
2025-08-26,ORD-2025-09702-XH,Non-Procureable,Government Services & Taxes,Income tax,CC-800-Admin,Vietnam Plant,PLANT-VN,Asia,1,361960.12,361960.12,"{""description"":""Comprehensive tax filing and compliance services for government entities."",""supplier"":""Viet Nam Tax Service"",""supplier_country"":""VN""}",Comprehensive tax filing and compliance services for government entities.,Viet Nam Tax Service,VN
2025-11-22,ORD-2025-07513-JC,Direct,Hydraulic Systems,Hydraulic filter,CC-100-Production,Brazil Plant,PLANT-BR,South America,38,3396.83,129079.54,"{""description"":""High-performance hydraulic pumps and valves for industrial applications."",""supplier"":""Sogefi"",""supplier_country"":""BR""}",High-performance hydraulic pumps and valves for industrial applications.,Sogefi,BR
2025-09-18,ORD-2025-00720-LQ,Direct,Fasteners,High-tensile bolt,CC-100-Production,US-West Plant,PLANT-US-W,North America,96,3384.28,324890.88,"{""description"":""Precision fasteners for aerospace and automotive use."",""supplier"":""Fastenal Company"",""supplier_country"":""US""}",Precision fasteners for aerospace and automotive use.,Fastenal Company,US
2024-06-07,ORD-2024-02177-TI,Direct,Raw Materials,Epoxy resin,CC-100-Production,US-West Plant,PLANT-US-W,North America,21,1314.6,27606.6,"{""description"":""High-quality bulk raw materials for industrial use."",""supplier"":""Cargill"",""supplier_country"":""US""}",High-quality bulk raw materials for industrial use.,Cargill,US
2024-04-28,ORD-2024-00373-BL,Indirect,Travel & Entertainment,Group meal,CC-800-Admin,US-West Plant,PLANT-US-W,North America,7,398.96,2792.72,"{""description"":""Corporate travel booking and expense management services"",""supplier"":""Expedia"",""supplier_country"":""US""}",Corporate travel booking and expense management services,Expedia,US
2025-10-15,ORD-2025-06036-CX,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,Germany-South,PLANT-DE-S,Europe,38,2402.18,91282.84,"{""description"":""Advanced hydraulic system solutions for heavy machinery."",""supplier"":""Kohler GmbH"",""supplier_country"":""DE""}",Advanced hydraulic system solutions for heavy machinery.,Kohler GmbH,DE
2025-04-09,ORD-2025-08325-OB,Indirect,Safety & PPE,Nitrile gloves,CC-200-Maintenance,Brazil Plant,PLANT-BR,South America,78,3948.6,307990.8,"{""description"":""High-quality protective gear for industrial safety."",""supplier"":""3M Brazil"",""supplier_country"":""BR""}",High-quality protective gear for industrial safety.,3M Brazil,BR
2025-12-27,ORD-2025-08442-BA,Direct,Components,Industrial fan,CC-100-Production,Germany-South,PLANT-DE-S,Europe,81,2460.86,199329.66,"{""description"":""High-quality electronic components for industrial applications"",""supplier"":""TME"",""supplier_country"":""PL""}",High-quality electronic components for industrial applications,TME,PL
2024-06-18,ORD-2024-00032-ZA,Non-Procureable,Government Services & Taxes,Income tax,CC-800-Admin,Brazil Plant,PLANT-BR,South America,1,338515.82,338515.82,"{""description"":null,""supplier"":""Serasa Experian"",""supplier_country"":""BR,""}",null,Serasa Experian,"BR,"
2024-08-07,ORD-2024-05128-UA,Direct,Components,Industrial fan,CC-100-Production,US-East Plant,PLANT-US-E,North America,100,1604.13,160413.0,"{""description"":""High-performance microcontroller components for industrial automation"",""supplier"":""Texas Instruments"",""supplier_country"":""US""}",High-performance microcontroller components for industrial automation,Texas Instruments,US
2024-07-19,ORD-2024-00161-EJ,Indirect,Training & HR,Forklift certification course,CC-600-HR,US-West Plant,PLANT-US-W,North America,66,4716.26,311273.16,"{""description"":""Professional HR training and compliance workshops"",""supplier"":""Skillsoft"",""supplier_country"":""US""}",Professional HR training and compliance workshops,Skillsoft,US
2024-07-29,ORD-2024-09359-JS,Direct,Packaging Materials,Stretch film,CC-700-Logistics,Brazil Plant,PLANT-BR,South America,29,551.11,15982.19,"{""description"":""High-quality recyclable packaging solutions for industrial use"",""supplier"":""Papelaria Brasil"",""supplier_country"":""BR""}",High-quality recyclable packaging solutions for industrial use,Papelaria Brasil,BR
2024-10-04,ORD-2024-08866-MJ,Direct,Fasteners,Threaded rod,CC-100-Production,Brazil Plant,PLANT-BR,South America,70,546.1,38227.0,"{""description"":""High-quality steel fasteners for industrial applications."",""supplier"":""Würth Brasil"",""supplier_country"":""BR""}",High-quality steel fasteners for industrial applications.,Würth Brasil,BR
2025-08-02,ORD-2025-07881-NQ,Direct,Sub-Assemblies,Yaw module,CC-100-Production,US-West Plant,PLANT-US-W,North America,83,2918.62,242245.46,"{""description"":""High-performance sub-assemblies for automotive and industrial applications."",""supplier"":""Bosch Rexroth"",""supplier_country"":""US""}",High-performance sub-assemblies for automotive and industrial applications.,Bosch Rexroth,US
2024-05-26,ORD-2024-00639-KA,Indirect,Travel & Entertainment,Group meal,CC-800-Admin,US-West Plant,PLANT-US-W,North America,74,475.24,35167.76,"{""description"":""Corporate travel booking and expense management services"",""supplier"":""Expedia"",""supplier_country"":""US""}",Corporate travel booking and expense management services,Expedia,US
2025-03-15,ORD-2025-08894-BK,Indirect,Events & Conferences,Sponsorship fee,CC-500-Sales,US-West Plant,PLANT-US-W,North America,6,3843.06,23058.36,"{""description"":""Comprehensive event management for conferences and trade shows."",""supplier"":""Eventbrite Inc."",""supplier_country"":""US""}",Comprehensive event management for conferences and trade shows.,Eventbrite Inc.,US
2024-03-10,ORD-2024-06224-SY,Indirect,Temporary Labor / Contracting,Temporary electrician,CC-200-Maintenance,Germany-South,PLANT-DE-S,Europe,62,200.14,12408.68,"{""description"":""Provides skilled temporary labor for manufacturing and production tasks."",""supplier"":""Randstad Germany"",""supplier_country"":""DE""}",Provides skilled temporary labor for manufacturing and production tasks.,Randstad Germany,DE
2025-02-20,ORD-2025-08941-JB,Indirect,Temporary Labor / Contracting,Crane rental crew,CC-200-Maintenance,Germany-North,PLANT-DE-N,Europe,76,325.97,24773.72,"{""description"":""Temporary labor solutions for industrial production"",""supplier"":""ManpowerGroup GmbH"",""supplier_country"":""DE""}",Temporary labor solutions for industrial production,ManpowerGroup GmbH,DE
